,product name,base price,Kcal/100g,fat/100g,carb/100g,protein/100g,€/100g or ml,protein/Kcal
5894,Hero Aardbeienjam,3.35,226.0,0.5,54.0,0.5,0.55,0.0022123893805309734
5895,Quaker Cruesli multifruit,3.85,457.0,18.0,63.0,6.9,0.85,0.015098468271334793
5896,Eat Natural Super granola boekweit gluten free,3.99,498.0,29.6,38.1,17.0,0.99,0.03413654618473896
5897,Dorset Cereals honey-granola,3.65,524.0,31.3,43.2,13.7,1.1199999999999999,0.02614503816793893
5898,Venz XXL hagelslag melk,2.99,455.0,16.0,74.0,3.1,0.78,0.006813186813186814
5899,Kellogg's All-bran Fruit 'n fibre,2.53,380.0,,69.0,,0.77,
5900,Nakd. Cocoa delight fruitreep met noten,2.99,385.0,15.1,49.4,9.4,2.13,0.024415584415584418
5902,AH Goudse belegen 48+ stuk voordeel,10.7,390.0,32.0,,25.0,1.3199999999999998,0.0641025641025641
5905,AH Excellent Serrano ham,3.49,236.0,12.0,0.1,32.0,3.4899999999999998,0.13559322033898305
5906,Calvé Pindakaas pot,6.99,664.0,58.0,11.0,21.0,0.6900000000000001,0.03162650602409638
5907,Weetabix Original,2.99,362.0,,69.0,12.0,0.9199999999999999,0.03314917127071823
5908,Milner Jong 30+ plakken,4.49,280.0,18.0,,29.0,1.7899999999999998,0.10357142857142858
5909,Bolletje Vezelrijk zadencrackers zonnebloempitten,2.69,481.0,26.0,35.0,19.0,1.01,0.0395010395010395
5910,Milner Jong belegen minder zout 30+ plakken,3.55,300.0,19.0,,31.0,2.02,0.10333333333333333
5911,Kellogg's Tresor melk choco,4.15,,15.0,71.0,7.2,1.01,
5913,Kellogg's Special K pure chocolade,3.65,394.0,5.1,76.0,8.6,1.21,0.02182741116751269
5914,AH Goudse oud 48+ stuk,6.44,435.0,36.0,,28.0,1.6199999999999999,0.06436781609195402
5916,AH 100% Pindakaas met stukjes pinda,2.59,615.0,48.0,14.0,28.0,0.74,0.04552845528455285
5918,Be-Kind Notenreep dark chocolate zeezout 3-pack,3.05,523.0,37.0,24.0,17.0,3.38,0.032504780114722756
5919,AH Biologisch Geitenkaas jong belegen 50+ plakken,4.26,366.0,30.0,0.9,23.0,2.05,0.06284153005464481
5920,AH Zaanlander Extra belegen 48+ stuk,6.2,410.0,34.0,,26.0,1.98,0.06341463414634146
5921,AH Kaas vd boerderij jong belegen 50+ plak,3.95,406.0,34.0,,25.0,1.67,0.06157635467980296
5922,AH Zaanlander Belegen 48+ stuk,6.13,388.0,32.0,,25.0,1.8,0.06443298969072164
5925,AH Bloemenhoning,2.89,326.0,,81.0,0.4,0.64,0.001226993865030675
5928,AH Kaas van de boerderij oud 50+ plak,4.49,473.0,41.0,,26.0,2.0300000000000002,0.05496828752642706
5930,Maaslander Jong belegen 30+ plakken,3.39,284.0,18.7,,29.0,1.69,0.10211267605633803
5931,AH Zaanlander Extra belegen 48+ plakken,3.45,410.0,34.0,,26.0,2.1100000000000003,0.06341463414634146
5933,De Ruijter Royaal chocoladehagel extra puur,3.29,425.0,17.0,58.0,,0.8400000000000001,
5934,Eat Natural Super granola low in sugar,4.25,495.0,31.4,33.0,13.7,1.0,0.027676767676767675
5936,Johma Kip-sambasalade XL,3.99,365.0,31.1,11.6,9.1,1.33,0.02493150684931507
5937,Maaslander jong belegen geitenkaas plak,3.39,365.0,30.6,,22.3,2.42,0.061095890410958906
5938,Bolletje Groentecrackers rode biet,2.75,461.0,20.0,37.0,27.0,1.3699999999999999,0.05856832971800434
5939,Wasa Glutenfree sesam & zeezout,3.99,405.0,10.5,67.9,5.2,1.6600000000000001,0.012839506172839507
5940,De Zaanse Hoeve Oud 48+ stuk,4.79,415.0,34.0,,27.0,1.0699999999999998,0.06506024096385542
5941,AH Biologisch Belegen 50+ stuk,7.36,405.0,33.0,,27.0,1.8,0.06666666666666667
5945,Zonnatura Muesli rood fruit,1.94,355.0,,59.0,12.0,0.6900000000000001,0.03380281690140845
5946,Milner Belegen 30+ plakken voordeel,5.85,293.0,19.0,,30.0,1.95,0.10238907849829351
5948,"Eat Natural Super granola protein aman,zaden,honing",4.25,512.0,32.1,34.3,18.4,1.06,0.0359375
5950,AH Biologisch 100% Pindakaas met stukjes pinda,2.79,662.0,54.0,8.7,31.0,0.79,0.04682779456193353
5951,Quaker Cruesli granola naturel,3.65,416.0,7.9,75.0,8.2,0.8099999999999999,0.01971153846153846
5954,Nakd. Fruitreep met noten blueberry muffin,2.99,371.0,13.0,54.3,7.1,2.13,0.019137466307277626
5956,AH Geitenkaas jong belegen 30+ plakken,4.82,303.0,19.0,,33.0,1.9600000000000002,0.10891089108910891
5957,AH Gatenkaas jong belegen 45+ plakken,3.12,369.0,29.0,,27.0,1.3800000000000001,0.07317073170731707
5958,De Zaanse Hoeve Belegen 48+ stuk,4.45,385.0,32.0,,24.0,0.9800000000000001,0.06233766233766234
5960,Streeckgenoten Grillworst pikant,2.51,303.0,25.0,,15.0,2.09,0.04950495049504951
5962,Beemster Belegen 48+ stuk,8.29,387.0,32.0,,25.0,1.83,0.06459948320413436
5965,Holie Granola protein crunch,3.69,438.0,23.3,28.5,20.8,1.05,0.047488584474885846
5969,De Zaanse Hoeve Jong 48+ stuk,3.99,360.0,30.0,,23.0,0.8800000000000001,0.06388888888888888
5970,Kellogg's Frosties,3.29,375.0,0.6,87.0,4.5,0.8699999999999999,0.012
5971,AH Jonge geitenkaas 50+ plakken,3.39,367.0,31.0,,22.0,2.2600000000000002,0.05994550408719346
5972,Lotus Biscoff speculoos pasta crunchy,4.69,571.0,35.7,58.8,3.2,0.67,0.005604203152364273
5974,AH Biologisch Rosbief,3.69,117.0,2.8,,23.0,3.69,0.19658119658119658
5975,Bolletje Krokante ontbijtgranen hazelnoot amandel,3.35,431.0,15.0,58.0,10.0,0.89,0.02320185614849188
5976,Milner Oud 30+ plakken,5.75,316.0,20.0,,32.0,2.3,0.10126582278481013
5978,AH Goudse jong 48+ plakken,3.41,362.0,30.0,,23.0,1.53,0.06353591160220995
5980,Quaker Cruesli raisin,4.59,430.0,14.0,62.0,7.1,0.54,0.016511627906976745
5981,Lotus Biscoff speculoos pasta original,4.39,584.0,38.1,57.0,2.9,0.61,0.004965753424657534
5982,AH Glutenvrij Volkoren havermout,2.59,364.0,6.9,56.0,14.0,0.5700000000000001,0.038461538461538464
5988,Milner Jong belegen 30+ plakken,4.79,297.0,19.0,,30.0,1.9100000000000001,0.10101010101010101
5989,Calvé Pindakaas light,4.89,533.0,41.0,17.0,18.0,1.3900000000000001,0.03377110694183865
5992,Quaker Cruesli luchtig,5.65,458.0,17.0,65.0,7.1,0.77,0.015502183406113536
5993,Maple Joe Ahornsiroop,5.89,266.0,0.5,66.4,0.5,2.35,0.0018796992481203006
5995,AH Biologisch Aardbei fruitspread,2.85,155.0,0.06,37.0,0.6,1.1400000000000001,0.003870967741935484
5996,Bonne Maman Meer fruit minder suiker aardbeienjam,3.39,,0.1,39.0,0.5,1.01,
5997,De Ruijter Chocoladehagel puur,3.99,428.0,15.0,67.0,,0.65,
5998,AH Zaanlander Zaanlander oud 35+ plakken,2.53,331.0,23.0,,31.0,2.4699999999999998,0.09365558912386707
5999,Peijnenburg Zero volkoren gesneden,2.79,239.0,1.7,50.7,3.4,0.58,0.014225941422594143
6000,Beemster Jong belegen 48+ stuk,9.03,381.0,31.0,,25.0,1.58,0.06561679790026247
6004,Zonnatura Krokante muesli pure chocolade,2.77,417.0,13.0,59.0,10.0,0.9800000000000001,0.023980815347721823
6006,Milner Jong 30+ plakken voordeel,5.49,283.0,18.0,,29.0,1.83,0.10247349823321555
6007,AH Geitenkaas jong belegen 50+ plakken,4.3,388.0,32.0,,25.0,1.86,0.06443298969072164
6010,AH Biologisch Muesli fruit & noten,2.69,354.0,6.4,58.0,11.0,0.5900000000000001,0.031073446327683617
6011,Kellogg's Special K original,3.85,375.0,1.5,79.0,,1.02,
6019,AH Zaanlander Zaanlander oud 48+ dunne plakken,2.57,423.0,35.0,,27.0,2.3899999999999997,0.06382978723404255
6021,Quaker Cruesli cookies & cream,3.59,452.0,18.0,59.0,7.7,0.79,0.017035398230088497
6023,Zonnatura Muesli met noten en zaden,2.02,388.0,12.0,53.0,13.0,0.71,0.03350515463917526
6024,De Zaanse Hoeve Jong belegen 48+ stuk,4.09,370.0,31.0,,23.0,0.93,0.062162162162162166
6026,AH Goudse jong belegen 30+ stuk,5.9,280.0,18.0,,30.0,1.47,0.10714285714285714
6028,Langnese Bee easy,5.19,,,,,1.03,
6029,Duo Penotti Hazelnoot & vanille maxi,4.09,569.0,36.0,58.0,,0.6599999999999999,
6033,Jordans Crunchy naturel honey baked granola,3.85,412.0,10.6,66.2,9.6,0.45,0.02330097087378641
6037,Streeckgenoten Sg Filet Americain,2.99,194.0,14.8,1.2,14.1,2.13,0.07268041237113401
6043,Johma Garnalen salade,3.39,276.0,24.3,,6.1,1.9300000000000002,0.02210144927536232
6047,AH Excellent Prosciutto di Parma D.O.P.,3.99,249.0,15.0,0.5,28.0,4.9799999999999995,0.11244979919678715
6050,AH Biologisch 100% Pindakaas naturel,2.79,662.0,54.0,8.7,31.0,0.79,0.04682779456193353
6052,De Zaanse Hoeve Extra belegen 48+ stuk,4.75,395.0,33.0,,25.0,1.02,0.06329113924050633
6053,AH Zaanlander Jong belegen 48+ stuk,5.41,375.0,31.0,,24.0,1.65,0.064
6055,Kellogg's Honey pops loops,3.29,382.0,4.1,74.0,8.9,0.8699999999999999,0.02329842931937173
6056,AH Greenfields Carpaccio,3.99,165.0,9.5,0.7,19.0,3.2399999999999998,0.11515151515151516
6057,Holie Granola noten,3.49,404.0,14.9,49.1,12.6,0.99,0.031188118811881188
6058,AH Biologisch Runderrookvlees,3.39,97.0,,0.7,19.0,3.3899999999999997,0.1958762886597938
6060,Quaker Cruesli rood fruit,3.85,433.0,13.8,62.6,7.4,0.85,0.017090069284064667
6061,AH Bakpoeder,0.49,89.0,0.1,22.0,0.1,0.54,0.0011235955056179776
6066,De Maro Caramel seasalt deegrol,2.99,407.0,19.0,58.5,5.1,0.99,0.01253071253071253
6085,Soma Haverkorn meergr,2.19,262.0,12.0,24.0,9.9,0.54,0.03778625954198474
6093,Consenza Slagroompunten glutenvrij,5.59,352.0,22.2,30.5,6.3,2.79,0.017897727272727273
6094,Consenza Appelpunten glutenvrij,5.59,238.0,8.7,36.1,2.6,2.0300000000000002,0.01092436974789916
6161,AH Rheinlander brood,1.65,252.0,6.7,34.0,8.3,0.32999999999999996,0.03293650793650794
6162,AH Mehrkorn,1.59,252.0,4.5,40.0,8.5,0.31,0.03373015873015873
6163,Soma Limburgs roggebrood,1.05,209.0,,39.0,6.8,0.26,0.03253588516746411
6169,Dr. Oetker Kookpudding rum rozijnen,0.85,98.0,1.4,18.0,3.1,0.9099999999999999,0.03163265306122449
6171,Dr. Oetker Kookpudding framboos,1.05,92.0,1.4,17.0,2.9,1.41,0.03152173913043478
6172,AH Taaikorstjes,1.99,356.0,2.7,78.0,3.3,0.53,0.009269662921348313
6177,Van Gilse Geleisuiker,2.09,399.0,0.2,99.0,,0.2,
6185,AH Patentbloem,0.85,343.0,,72.0,10.0,0.08,0.029154518950437316
6191,Cake Angels Sweetie Pie,3.79,476.0,17.0,78.0,2.6,4.35,0.00546218487394958
6194,Molino Rossetto Zelfrijzend bakmeel,1.29,327.0,,68.8,9.6,0.12,0.029357798165137613
6195,Leentjes Bakmix regenboog taart pret,4.99,378.0,1.9,86.0,3.6,1.24,0.009523809523809525
6196,AH Mix voor muffins blueberry,1.99,313.0,11.0,48.0,5.2,0.61,0.016613418530351438
6199,De Maro Kruidnotendeeg,1.99,424.0,18.2,58.6,4.9,0.6599999999999999,0.011556603773584907
6200,AH Mix voor vegan carrot cake,2.49,321.0,9.6,55.0,3.2,0.62,0.009968847352024923
6202,Steensma Sukade,0.99,314.0,,76.0,,0.99,
6204,Coffeelicious Bake your own celebration cake mix,3.99,1182.0,10.0,43.0,,1.06,
6205,Dr. Oetker Vegan muffins naturel,2.95,364.0,15.0,52.0,4.1,0.8400000000000001,0.011263736263736264
6208,AH Mix voor cheesecake,2.39,397.0,26.0,32.0,8.5,0.63,0.021410579345088162
6210,AH Glutenvrij Amandelstaaf,4.99,348.0,21.0,33.0,5.7,3.3200000000000003,0.016379310344827588
6211,Smaakt Hazelnootmeel,4.25,646.0,62.0,18.0,15.0,2.12,0.02321981424148607
6212,Dr. Oetker Taartina helder,1.95,,,,,3.25,
6214,Schär Crumble cake mix,2.99,360.0,0.8,81.0,5.9,0.6599999999999999,0.01638888888888889
6216,Spice It Kemirie noten,1.69,,,,,1.69,
6217,Picard Chocoladefondant,3.79,445.0,28.2,40.7,5.6,1.89,0.012584269662921348
6218,Voila Rolfondant roze,1.05,396.0,5.5,86.8,,0.7,
6219,Consenza Croissants,4.49,417.0,26.8,37.6,5.7,2.4899999999999998,0.01366906474820144
6221,Smaakt Maismeel biologisch,2.19,356.0,1.8,76.0,7.5,0.54,0.021067415730337078
6222,Schär Mix kuchen und kekse,4.19,347.0,0.2,82.0,3.6,0.41,0.01037463976945245
6226,Homemade Red velvet cookies,2.79,484.0,25.1,69.0,5.2,0.7,0.010743801652892562
6229,AH Macadamia stukjes,2.62,754.0,76.0,5.2,7.9,3.87,0.010477453580901857
6230,Leentjes Strooi pret letters,3.45,413.0,3.1,96.0,0.7,2.65,0.001694915254237288
6231,Smaakt Agar-agar,4.99,,,,,14.25,
6232,Homemade Rocky road,3.19,461.0,32.8,43.3,5.6,1.08,0.012147505422993492
6233,By Soenil Surinaams platbrood met chilipepers,2.33,251.0,3.5,45.4,8.2,1.08,0.03266932270916335
6234,Tasty Basics Robuust brood naturel,2.89,282.0,14.0,22.0,12.0,0.96,0.0425531914893617
6235,Dr. Oetker Letters & cijfers van witte chocolade,3.29,584.0,38.0,54.0,5.9,7.470000000000001,0.010102739726027397
6236,Peak's Cakemix vanille glutenvrij,2.99,367.0,,86.1,2.6,0.6599999999999999,0.007084468664850137
6237,Dr. Oetker Topping roze,3.09,388.0,6.2,83.0,,2.2,
6238,Homemade Mix voor red velvet brownies,2.99,368.0,19.0,42.0,6.8,0.8400000000000001,0.01847826086956522
6239,Consenza Moorkoppen,4.09,272.0,21.4,14.5,4.8,2.04,0.01764705882352941
6241,Steensma Bigarreaux,0.99,314.0,,78.0,,0.99,
6242,Milka Bakmix choco cake,3.99,434.0,25.0,43.0,7.3,1.1400000000000001,0.016820276497695852
6243,AH Mix voor gele room,1.09,118.0,2.1,23.0,1.6,0.77,0.013559322033898306
6244,Fruut Crispy pear,0.99,333.0,0.7,68.0,2.5,4.95,0.0075075075075075074
6245,Fruut Crispy apple,0.99,361.0,0.6,81.0,1.3,4.95,0.003601108033240997
6246,Molensteen Zelfrijzend bakmeel,0.89,344.0,1.1,72.0,10.0,0.16999999999999998,0.029069767441860465
6247,Leev Bio qrackers proteine flaxseed,2.69,501.0,28.6,17.2,37.3,2.69,0.07445109780439121
6248,Dr. Oetker Red velvet cake met romige topping,4.09,336.0,20.0,34.0,5.2,1.3900000000000001,0.015476190476190477
6250,AH Eiwit pannenkoeken,1.59,139.0,1.5,19.0,12.0,0.53,0.08633093525179857
6251,Voila Marsepein blank,1.59,413.0,10.7,75.7,3.6,1.06,0.008716707021791767
6252,Peak's Broodmix bruin glutenvrij,2.99,352.0,,71.4,7.8,0.6599999999999999,0.02215909090909091
6253,Dr. Oetker Zilveren parels,1.69,371.0,,92.0,0.7,4.220000000000001,0.0018867924528301885
6256,Molino Rossetto Fijne tarwebloem,1.29,341.0,,2.1,10.0,0.12,0.02932551319648094
6259,Smaakt Vegan eivervanger,1.39,324.0,8.4,14.0,30.0,6.95,0.09259259259259259
6260,Koopmans Boeren cakemeel,1.05,428.0,24.0,47.0,5.8,0.22999999999999998,0.013551401869158878
6262,AH Biologisch Inca bessen,4.79,320.0,7.5,44.0,7.5,2.73,0.0234375
6264,Lubelskie Mtyny Wheat flower,1.19,344.0,1.6,73.0,10.5,0.11000000000000001,0.030523255813953487
6265,AH Zongedroogde blue thompson rozijnen,2.59,325.0,0.3,75.0,3.3,0.6900000000000001,0.010153846153846154
6268,Voila Combipack rolfondant,4.19,396.0,5.5,86.8,,0.8300000000000001,
6270,Smaakt Volkoren speltmeel,2.15,340.0,2.4,60.0,15.0,0.53,0.04411764705882353
6271,AH Karamel choco druppel,1.49,532.0,29.0,60.0,7.6,1.59,0.014285714285714285
6273,AH Biologisch Gedroogde Banaan,3.99,338.0,1.1,73.0,3.4,1.33,0.010059171597633136
6274,AH Chocolate chip cookies,1.49,522.0,31.0,55.0,4.9,0.45999999999999996,0.009386973180076629
6275,AH Maanzaad,2.24,458.0,36.0,2.4,19.0,2.6,0.04148471615720524
6276,Picard Eclairs chocolade,3.29,253.0,12.0,30.0,,1.3699999999999999,
6277,AH Medjoul dadels gedroogd,3.19,322.0,0.2,75.0,1.8,1.8199999999999998,0.0055900621118012426
6278,Leentjes Poeder pret gekleurde poedersuiker,3.19,424.0,6.2,92.0,0.2,2.45,0.0004716981132075472
6279,Homemade Complete mix voor cookies,3.05,468.0,21.3,62.7,6.1,0.6799999999999999,0.013034188034188033
6280,Peak's Rijstmeel glutenvrij,2.79,352.0,1.4,77.0,7.6,0.6900000000000001,0.02159090909090909
6281,Naturelmente Polenta gialla,1.99,371.0,3.5,72.8,8.5,0.79,0.022911051212938006
6282,Smaakt Polenta,2.19,356.0,,74.0,7.6,0.54,0.02134831460674157
6283,Valle del sole Maisbloem,1.49,348.0,1.2,78.0,6.5,0.13999999999999999,0.01867816091954023
6285,Patak's Tandoori naan,1.73,294.0,5.6,50.4,8.9,1.1099999999999999,0.030272108843537416
6286,Koopmans Vruchtenslof bakmix,2.09,317.0,19.0,33.0,2.4,0.85,0.007570977917981073
6287,Jos Poell Roomboter gebaksbodem,1.99,480.0,20.0,69.0,5.1,1.3199999999999998,0.010624999999999999
6288,Kuchenmeister Taartbodem,1.19,370.0,,72.0,6.8,0.5900000000000001,0.018378378378378378
6289,Smaakt Rijstmeel biologisch,2.99,348.0,2.8,73.0,6.2,0.74,0.017816091954022988
6290,Dr. Oetker Mix voor muffins chocolade,3.19,411.0,21.0,47.0,6.7,0.9199999999999999,0.01630170316301703
6292,Schnitzer Bread'n toast rustic,4.49,196.0,3.5,36.0,2.8,1.04,0.014285714285714285
6293,Doves Farm Freee self raising white flour,4.69,348.0,1.1,80.0,4.6,0.45999999999999996,0.013218390804597701
6294,Koopmans Stracciatella cake met stukjes chocolade,1.95,389.0,20.0,48.0,5.3,0.45999999999999996,0.013624678663239074
6295,Voila Rolfondant wit,1.05,396.0,5.5,86.8,,0.7,
6297,Smaakt Arrowroot poeder,2.99,348.0,0.1,85.0,0.3,1.49,0.0008620689655172414
6298,Dr. Oetker Decoratiebloemetjes van eetpapier,2.35,354.0,0.5,87.0,0.2,78.33,0.0005649717514124294
6299,Koopmans Vegan cake,2.25,371.0,16.0,51.0,4.9,0.45,0.013207547169811321
6301,De Maro Chocolate bomb deeg,2.95,429.0,23.9,53.1,6.1,0.9800000000000001,0.014219114219114218
6302,Picard Mini appeltaartjes,4.1,272.0,15.0,30.0,2.5,2.41,0.009191176470588236
6304,Smaakt Amandelmeel,6.69,633.0,52.0,16.0,22.0,3.34,0.03475513428120063
6305,Koopmans Wintercake,2.49,403.0,18.0,55.0,3.9,0.5,0.00967741935483871
6307,Verkade Kookchocolade 74% cacao,3.89,566.0,43.9,26.4,8.7,1.94,0.01537102473498233
6310,AH Lijnzaad,1.34,510.0,42.0,1.6,18.0,1.4300000000000002,0.03529411764705882
6311,AH Ongebrande amandelen,1.91,613.0,52.0,,26.0,2.55,0.04241435562805873
6313,Monin Coffee syrups set premium,6.49,340.0,,84.1,,4.32,
6314,Sunny Fruit Have a ball snack cherry & hazelnut,2.24,366.0,9.1,64.0,3.7,2.37,0.010109289617486339
6315,Fruut Crispy apple with cinnamon,0.99,357.0,0.5,80.0,1.7,4.95,0.0047619047619047615
6316,By Soenil Surinaams platbrood,2.27,234.0,1.6,45.6,8.3,1.05,0.035470085470085476
6317,AH Biologisch Volkoren speltvlokken,1.99,348.0,2.6,64.0,13.0,0.39,0.03735632183908046
6318,Homemade Tompoucen,2.85,228.0,8.4,35.1,2.7,1.08,0.011842105263157895
6319,AH Gedroogde vijgen,2.99,257.0,0.9,54.0,3.3,1.3,0.012840466926070038
6320,Swallow Globe Brand Agar powder,1.09,363.0,,90.5,0.2,15.569999999999999,0.0005509641873278238
6321,Dr. Oetker Amandel aroma,1.29,,,,,3.3899999999999997,
6324,Dr. Oetker Vegatine,1.99,,,,,12.43,
6325,By Soenil Bananenchips,2.49,541.0,34.0,56.0,1.8,2.4899999999999998,0.0033271719038817007
6326,By Soenil Surinaams platbrood knoflook & koriander,2.33,251.0,4.5,43.0,8.1,1.08,0.03227091633466135
6328,Koopmans Griesmeelpudding vanillesmaak,0.95,91.0,1.5,15.0,3.9,1.1800000000000002,0.04285714285714286
6329,Dr. Oetker Midnight magic,1.89,396.0,1.4,95.0,0.3,3.78,0.0007575757575757576
6330,Hamlet Cooking chocolate,2.09,554.0,38.0,43.0,,1.04,
6332,Dr. Oetker Kookpudding chocolade,1.09,100.0,1.5,18.0,3.4,1.1400000000000001,0.034
6335,Oreo Mousse taart,3.25,263.0,12.0,33.0,5.2,1.51,0.019771863117870724
6336,Doves Farm Freee plain white flour,4.59,353.0,1.3,80.0,,0.45,
6337,Homemade Pakket voor mini cupcakes,2.49,352.0,13.2,53.2,5.2,0.62,0.014772727272727272
6339,Koopmans Mix voor tulband cake,2.45,390.0,20.0,48.0,5.5,0.52,0.014102564102564103
6344,Sunny Fruit Have a ball snack apricot & cacao nibs,2.24,338.0,7.8,58.0,4.2,2.37,0.012426035502958581
6345,Koopmans Griesmeelpudding amandel,0.95,94.0,1.6,16.0,3.9,1.1099999999999999,0.04148936170212766
6346,Koopmans Griesmeelpudding bitterkoekjes,0.95,95.0,1.6,16.0,3.8,1.05,0.04
6347,Koopmans Maizena,0.95,356.0,0.6,88.0,0.5,0.38,0.0014044943820224719
6348,Smaakt Gerst gepareld,1.75,393.0,1.2,78.0,9.9,0.43,0.025190839694656488
6349,Raw Organic Food Sultanarozijnen XL,7.69,321.0,,72.0,,0.76,
6350,Valle del sole Maisgriesmeel voor polenta bramata,1.39,345.0,0.7,77.0,7.5,0.13,0.021739130434782608
6351,Dr. Oetker Citroenrasp,1.39,335.0,,84.0,,0.9199999999999999,
6352,AH Mix voor hartige taart,1.39,146.0,7.6,11.0,8.1,0.6599999999999999,0.055479452054794515
6354,Dr. Oetker Shortbread choco & karamel,3.69,491.0,28.0,54.0,3.4,1.31,0.006924643584521385
6355,Smaakt Gierst,1.99,361.0,3.3,67.0,12.0,0.49000000000000005,0.0332409972299169
6356,Hak Taart & vlaaifruit bosvruchten,2.59,95.0,,22.3,0.4,0.6,0.004210526315789474
6358,Sunny Fruit Have a ball snack fig & walnut,2.24,344.0,8.7,58.0,4.3,2.37,0.012499999999999999
6359,La Tua Farina Bloem voor verse pasta,1.29,344.0,,73.0,9.8,0.25,0.028488372093023257
6360,Peak's Psylliumvezels glutenvrij,5.49,189.0,1.05,0.4,0.5,2.7399999999999998,0.0026455026455026454
6361,Smaakt Amandelschaafsel,3.49,595.0,50.0,9.1,21.0,3.4899999999999998,0.03529411764705882
6365,Smaakt Teff bio,2.69,364.0,3.4,71.0,9.1,0.89,0.024999999999999998
6366,Smaakt Lijnzaadcrackers,4.19,574.0,45.0,16.0,20.0,3.35,0.03484320557491289
6368,Dr. Oetker Brookies brownie & cookie,2.99,418.0,18.0,57.0,6.6,0.6900000000000001,0.015789473684210527
6369,Hero Betuwe bessen sap rode bes,2.09,44.0,,11.0,0.2,0.8300000000000001,0.004545454545454546
6370,Schär Brood mix,3.99,344.0,0.6,80.0,2.5,0.39,0.007267441860465116
6371,Dr. Oetker Wolken citroen,2.99,345.0,13.0,51.0,5.1,0.6900000000000001,0.014782608695652172
6372,Koopmans Allesbinder,1.29,360.0,,90.0,,0.64,
6373,Dr. Oetker Cookies & cream,2.49,424.0,15.0,68.0,3.5,0.9,0.008254716981132075
6374,AH Luchtige crackers rogge en tarwe,0.79,367.0,3.5,69.0,9.9,0.63,0.026975476839237057
6375,Koopmans Mix voor romige appeltaart,1.85,241.0,11.0,33.0,2.5,0.47000000000000003,0.01037344398340249
6376,Hero Betuwe bessen sap zwarte bes en bosbes,2.09,43.0,,11.0,,0.8300000000000001,
6377,Take One Kokossnippers geraspt,1.09,670.0,64.5,7.4,6.9,2.18,0.010298507462686568
6378,Homemade Scones mix compleet,2.99,280.0,5.6,49.9,6.4,0.77,0.022857142857142857
6379,AH Nougatine,1.12,464.0,15.0,74.0,7.3,1.24,0.015732758620689655
6380,Picard Pancakes,2.29,280.0,11.0,38.0,6.5,1.52,0.023214285714285715
6382,Smaakt Kikkererwtenmeel,2.29,387.0,6.7,58.0,11.0,0.5700000000000001,0.028423772609819122
6383,Dr. Oetker Topping wit,3.09,388.0,6.2,83.0,,2.2,
6385,Molensteen Havermeel,2.29,372.0,,59.0,13.0,0.45,0.03494623655913978
6387,Nairn's Caramelised onion flatbread,2.89,436.0,14.0,63.6,10.2,1.92,0.023394495412844035
6390,Smaakt Proteine cracker less carb,3.29,473.0,32.0,15.0,28.0,1.64,0.05919661733615222
6391,AH Glutenvrij Zelfrijzende bakmix,2.59,346.0,1.3,80.0,2.5,0.5700000000000001,0.0072254335260115606
6392,Dr. Oetker Mug cake chocolade,1.19,237.0,4.9,39.0,7.7,1.98,0.032489451476793246
6393,AH Mix voor brownies met witte chocolade,2.59,352.0,14.0,52.0,4.2,0.64,0.011931818181818182
6394,AH Rietsuiker,1.55,400.0,,100.0,,0.31,
6396,Cake Décor Kleurstoffen regenboogtaart,2.49,302.0,0.2,75.3,0.3,4.9799999999999995,0.0009933774834437086
6397,Dr. Oetker Wolken choco & vanillesmaak,2.95,345.0,13.0,52.0,5.4,0.64,0.01565217391304348
6398,AH Olijf knoflook plukbrood,3.99,237.0,4.1,40.0,8.3,0.99,0.035021097046413506
